tick,frames,seconds,fps,ticks,step_ms,shell_ms,render_cpu_ms,gpu_ms,probe,process_cpu_ms,busy_frames,threaded,route_workers
726,109,1.011836,107.725,0,0.0000,829.1628,0.8545,5.9255,baseline,1300.5330,0,True,1
726,111,1.024018,108.397,0,0.0000,838.6213,0.8631,5.9317,baseline,1320.1020,0,True,1
726,111,1.018272,109.008,0,0.0000,832.7033,0.8778,5.9107,baseline,1310.2400,0,True,1
726,105,2.688738,39.052,0,0.0000,2510.6136,0.8830,5.9052,baseline,3008.1260,0,True,1
726,111,1.013248,109.549,0,0.0000,830.2585,0.8496,5.9129,baseline,1311.6710,0,True,1
726,111,1.018880,108.943,0,0.0000,835.5230,0.8611,5.9222,baseline,1312.3470,0,True,1
726,111,1.008423,110.073,0,0.0000,830.4160,0.8310,5.9092,baseline,1304.1980,0,True,1
726,110,1.012676,108.623,0,0.0000,830.3626,0.8606,5.9193,baseline,1307.1680,0,True,1
726,112,1.025784,109.185,0,0.0000,842.0423,0.8428,5.8820,baseline,1323.9420,0,True,1
726,112,1.018473,109.969,0,0.0000,835.8968,0.8588,5.9301,baseline,1317.1350,0,True,1
726,109,1.015353,107.352,0,0.0000,831.3709,0.8842,5.8863,baseline,1302.0450,0,True,1
726,100,2.624865,38.097,0,0.0000,2462.6173,0.8410,5.9205,baseline,2937.0080,0,True,1
726,2,1.037429,1.928,0,0.0000,77.0200,0.9535,5.7675,baseline,1056.2280,0,True,1
726,3,2.169981,1.383,0,0.0000,1951.1662,52.1300,6.6447,baseline,2410.4360,0,True,1
734,114,1.001019,113.884,8,572.7499,361.7687,1.0277,6.3799,baseline,1455.3800,92,True,1
736,147,1.002498,146.634,2,144.7301,101.6973,1.0608,6.2478,baseline,1648.7780,141,True,1
737,153,1.004568,152.304,1,1704.7659,39.1540,1.1413,6.2885,baseline,2279.3750,152,True,1
746,120,1.006296,119.249,9,695.8726,273.7892,1.1220,6.3195,baseline,1759.3930,111,True,1
747,4,1.759164,2.274,1,74.5271,1734.4620,0.9755,6.2010,baseline,1808.5910,3,True,1
756,120,1.002273,119.728,9,681.9907,273.1224,1.0405,6.3217,baseline,1485.8380,111,True,1
765,118,1.000439,117.948,9,710.0182,280.7597,1.1082,6.3193,baseline,1499.2770,109,True,1
768,144,1.000511,143.926,3,234.5513,100.1416,1.0500,6.2826,baseline,1612.7060,141,True,1
769,153,1.001698,152.741,1,1643.1468,40.7038,1.0994,6.2360,baseline,1993.7900,152,True,1
775,130,1.004248,129.450,6,713.9453,197.0032,1.0997,6.3473,baseline,1894.9370,124,True,1
782,126,1.002244,125.718,7,813.5647,224.9174,1.0834,6.3104,baseline,1528.9680,119,True,1
787,134,1.002860,133.618,5,867.8646,165.4629,1.0178,6.3136,baseline,1557.3910,129,True,1
793,130,1.002715,129.648,6,692.7744,202.9941,1.0517,6.2829,baseline,1550.1990,124,True,1
794,3,1.775880,1.689,1,114.4401,1757.2597,1.0033,6.1677,baseline,1822.3230,2,True,1
795,20,1.181034,16.934,1,118.1197,102.0471,1.0824,6.2732,baseline,1282.3480,18,True,1
798,39,2.417371,16.133,3,351.0302,1992.8926,4.6632,6.3584,baseline,2754.3760,36,True,1
800,150,1.004782,149.286,2,238.1082,75.1245,1.0711,6.2214,baseline,1648.6600,148,True,1
801,153,1.002249,152.657,1,1627.0420,42.7270,1.1657,6.2534,baseline,1716.7540,152,True,1
807,127,1.002326,126.705,6,726.2911,206.8148,1.1411,6.3853,baseline,2126.5000,121,True,1
814,126,2.737653,46.025,7,841.2671,1960.8173,1.0529,6.2913,baseline,3290.0080,119,True,1
820,129,1.002024,128.739,6,736.2965,212.2387,1.1125,6.2649,baseline,1559.4960,123,True,1
826,129,1.004571,128.413,6,729.5611,211.2715,1.0792,6.2734,baseline,1544.1130,123,True,1
832,129,1.003929,128.495,6,718.5516,212.7955,1.0485,6.2519,baseline,1542.7510,123,True,1
832,159,1.002348,158.628,0,0.0000,10.1510,1.0833,6.1922,baseline,1710.0110,159,True,1
838,125,1.000693,124.913,6,1870.9212,216.9249,1.0981,6.3902,baseline,1560.0500,119,True,1
846,117,1.005874,116.317,8,702.0552,296.8148,1.1259,6.2423,baseline,1515.2830,109,True,1
854,118,1.002414,117.716,8,666.4953,288.9754,1.0542,6.2240,baseline,1504.1210,110,True,1
863,114,2.824947,40.355,9,755.7985,2133.8862,1.0668,6.2489,baseline,3521.5600,105,True,1
864,16,1.167979,13.699,1,88.4192,124.9316,1.1904,6.2179,baseline,1252.9460,14,True,1
864,111,1.001973,110.781,0,0.0000,8.5211,4.3279,8.8531,baseline,1975.2920,111,True,1
866,81,1.119471,72.356,2,1733.2388,384.0194,4.4631,8.8816,baseline,1850.4080,79,True,1
869,22,2.450603,8.977,3,263.4690,2060.0111,11.8524,9.0230,baseline,2857.2650,18,True,1
869,73,1.017536,71.742,0,0.0000,534.2542,4.5671,8.5098,baseline,1232.5560,0,True,1
869,73,1.017808,71.723,0,0.0000,536.5194,4.5398,8.4668,baseline,1228.2550,0,True,1
869,74,1.027866,71.994,0,0.0000,541.2346,4.5146,8.4599,baseline,1244.9930,0,True,1
869,68,2.670318,25.465,0,0.0000,2209.1413,4.6891,8.4686,baseline,2909.6610,0,True,1
869,74,1.006228,73.542,0,0.0000,522.1442,4.4731,8.4993,baseline,1222.6170,0,True,1
869,72,1.000563,71.960,0,0.0000,527.6480,4.5244,8.4880,baseline,1211.1790,0,True,1
869,71,1.000588,70.958,0,0.0000,522.6635,4.6569,8.4645,baseline,1210.1950,0,True,1
869,73,1.009827,72.290,0,0.0000,533.0950,4.4901,8.5017,baseline,1226.3800,0,True,1
869,73,1.006821,72.505,0,0.0000,531.5417,4.4893,8.4866,baseline,1218.7210,0,True,1
869,72,1.012271,71.127,0,0.0000,530.3778,4.6008,8.4659,baseline,1222.0000,0,True,1
869,70,1.000995,69.930,0,0.0000,519.9384,4.7385,8.4749,baseline,1206.8090,0,True,1
869,69,2.710822,25.454,0,0.0000,2251.6019,4.5918,8.4466,baseline,2951.1150,0,True,1
869,3,1.250802,2.398,0,0.0000,278.0064,5.0397,8.3610,baseline,1350.4280,0,True,1
869,2,1.791362,1.116,0,0.0000,1774.6632,74.7150,11.9045,baseline,1847.9690,0,True,1
876,71,1.001545,70.890,7,624.6059,305.2728,5.4221,9.7166,baseline,1715.8510,63,True,1
884,76,1.046013,72.657,8,712.3084,345.5828,5.2674,9.0513,baseline,1798.5330,68,True,1
891,76,1.002453,75.814,7,625.9685,301.0783,5.3374,9.0999,baseline,1753.2240,69,True,1
896,85,1.000088,84.993,5,446.4259,223.5107,5.3792,8.9808,baseline,1857.4950,80,True,1
896,110,1.004500,109.507,0,0.0000,8.3124,5.3995,8.9249,baseline,2188.3640,110,True,1
897,34,2.189527,15.528,1,1715.8126,1837.5253,6.5642,9.7708,baseline,4527.9590,33,True,1
902,84,1.000644,83.946,5,641.0904,226.7420,5.4388,9.0349,baseline,1857.7200,79,True,1
908,78,1.003843,77.701,6,772.2322,271.9927,5.7896,9.1145,baseline,1819.0250,72,True,1
914,79,1.003073,78.758,6,731.5056,265.5118,5.7236,9.2136,baseline,1836.7770,73,True,1
920,79,1.007389,78.421,6,735.4444,266.9363,5.7651,9.2158,baseline,1847.5160,73,True,1
926,77,1.003778,76.710,6,730.7859,276.2449,5.8275,9.2918,baseline,1821.4070,71,True,1
928,98,1.007268,97.293,2,252.3819,97.4871,5.8969,9.1884,baseline,2069.4610,96,True,1
929,103,1.042780,98.774,1,1640.1743,51.7086,5.9139,9.4909,baseline,2172.0070,102,True,1
935,72,2.849985,25.263,6,731.6567,2098.7476,5.8632,10.3910,baseline,3893.1530,66,True,1
936,15,1.019546,14.712,1,134.0737,112.9275,6.5913,9.2710,baseline,1193.3270,13,True,1
939,28,2.493213,11.230,3,366.6610,2024.2554,11.5165,9.3709,baseline,2957.3640,25,True,1
945,81,1.049305,77.194,6,745.5021,279.6627,5.8434,9.3140,baseline,1913.1400,75,True,1
951,78,1.007038,77.455,6,725.7614,270.8087,5.8201,9.2665,baseline,1848.3960,72,True,1
957,79,1.020546,77.410,6,737.1756,272.5836,5.9497,9.2229,baseline,1891.5870,73,True,1
960,92,1.007050,91.356,3,370.9278,140.5648,5.8960,9.2107,baseline,2012.9070,89,True,1
960,108,1.000461,107.950,0,0.0000,8.3007,5.7583,9.1324,baseline,2159.2450,108,True,1
961,3,1.868526,1.606,1,1518.6256,1841.1735,6.0293,9.0163,baseline,1942.2510,2,True,1
968,66,1.004887,65.679,7,581.9238,320.3993,5.9609,10.1859,baseline,1739.9640,59,True,1
976,66,1.001310,65.914,8,631.9203,367.1385,5.8487,9.3868,baseline,1704.2100,58,True,1
984,67,1.029708,65.067,8,637.9281,382.8994,6.0994,9.3113,baseline,1754.1650,59,True,1
991,69,1.002633,68.819,7,586.2038,335.5507,6.1468,9.2811,baseline,1773.6030,62,True,1
992,103,1.003421,102.649,1,75.8188,51.4976,5.8033,9.1295,baseline,2128.9420,102,True,1
997,72,1.020522,70.552,5,1717.2349,231.5688,5.9089,10.7995,baseline,1867.8720,67,True,1
1005,67,1.011435,66.243,8,622.6985,366.0948,5.9415,9.3071,baseline,1743.4780,59,True,1
1013,67,2.750536,24.359,8,606.7462,2112.1087,5.6799,9.3058,baseline,3486.2370,59,True,1
1014,9,1.099657,8.184,1,78.4978,247.0902,6.1610,9.4771,baseline,1207.0320,7,True,1
