tick,frames,seconds,fps,ticks,step_ms,shell_ms,render_cpu_ms,gpu_ms,probe,process_cpu_ms,busy_frames,threaded,route_workers
600,108,1.006023,107.353,0,0.0000,806.7542,0.7361,5.1465,baseline,1032.1880,0,True,1
600,114,1.008299,113.062,0,0.0000,806.2147,0.7482,5.1682,baseline,1074.3530,0,True,1
600,102,1.006370,101.354,0,0.0000,802.4918,0.8616,5.1485,baseline,1042.3190,0,True,1
600,123,1.001607,122.803,0,0.0000,820.2766,0.6230,5.1756,baseline,1067.5800,0,True,1
600,120,2.627384,45.673,0,0.0000,2462.0161,0.5748,5.1634,baseline,2766.0690,0,True,1
600,4,2.508090,1.595,0,0.0000,1983.0910,5.1027,5.3053,baseline,2642.0050,0,True,1
600,127,1.001746,126.779,0,0.0000,847.1779,0.4684,5.1481,baseline,1059.3220,0,True,1
600,126,1.000461,125.942,0,0.0000,849.6650,0.4396,5.1840,baseline,1055.4170,0,True,1
600,128,1.003769,127.519,0,0.0000,853.3754,0.4436,5.1852,baseline,1063.5550,0,True,1
600,129,1.005368,128.311,0,0.0000,854.5610,0.4442,5.1821,baseline,1065.3770,0,True,1
600,129,1.003161,128.594,0,0.0000,852.0792,0.4429,5.1518,baseline,1063.5700,0,True,1
600,128,1.006984,127.112,0,0.0000,853.0304,0.4538,5.1698,baseline,1066.8350,0,True,1
600,129,1.000646,128.917,0,0.0000,852.4468,0.4366,5.1432,baseline,1062.1500,0,True,1
600,126,1.002033,125.744,0,0.0000,850.4996,0.4576,5.1890,baseline,1068.6740,0,True,1
600,129,1.004871,128.375,0,0.0000,855.7800,0.4343,5.1886,baseline,1062.8930,0,True,1
600,128,1.005494,127.301,0,0.0000,853.4850,0.4491,5.1918,baseline,1067.0180,0,True,1
600,128,1.000537,127.931,0,0.0000,851.2346,0.4383,5.2002,baseline,1057.5190,0,True,1
600,125,2.651723,47.139,0,0.0000,2504.8732,0.4438,5.1902,baseline,2744.4200,0,True,1
600,13,1.121861,11.588,0,0.0000,572.1822,0.8476,8.1592,baseline,1177.9110,0,True,1
600,1,1.742543,0.574,0,0.0000,1739.3354,20.0580,10.8910,baseline,1919.7680,0,True,1
600,106,1.001329,105.859,0,0.0000,708.5421,0.7266,9.2561,baseline,930.0560,0,True,1
